review,sentiment
The best place where you will get worst tangdi kabab. Same is informed to staff rather taking action they try to convince us to eat.........,0
"Fisherman's wharf used to be our fav joint when we lived in Goa. Excellent food and bevs.
Then we moved to Hyderabad, FMW followed.
We were so happy, to have a Goan restaurant just 5 min drive from home.
In the beginning it was great place to dine. Then it started getting local. Fishes started getting stale, fewer varieties ..Not so great.
Now , after about 3 years, it's more a typical curry point.
We ordered Mutton Xacuti and Kingfish Richado.
Fish was so firm and overcooked, richado overloaded with sweetness.
Mutton was out of the world, with heaps of Curry leaves(Kadi patta/Karia paku) , super high on heat....Reminded me of a Rayala curry in Dindi (Godavari distt ). Meat was cooked with extra affection that it took me 5 min to chew it like a bubblegum. I really thank myself for not ordering more.
Fisherman's wharf- such a disappointment.",0
This little SD card is pretty amazing.  It is really fast and there was no issues when installing it.  It even came with an adapter so you can use it as a regular SD card.,1
Worst maintenance(PFA) and pathetic service. They literally throw food in your plate. Everyone was so busy. They took 15min to print a bill 😂😂.,0
"Bought two, one for me and one for my husband.  Works great.  Feels good to have a lot of space on my smart phone to save pictures, movies taken, etc.",1
Yesterday we had lunch at T-grill. We ordered chicken wings and panner kabab. Chicken wings were good and panner kabab was just okay. Naan and panner butter masala is good. We ordered chicken biryani and it was substandard and we are disappointed. Ambience is good for night dinner.,1
"Bought this for a surveillance camera, but ended up using in my nook HD+....Works fine! I've bought a few of these over time through Amazon, have never had a problem with them.",1
"great price and great manufacture.  the item met my needs for my new phone, I'll have ample storage now using this device.",1
Very limited menu for bar and food. Service is below average. In beers only KF avialble. For finger food orders they take more than 30 minutes. Food quality is below average.,0
"If you want to taste really bad sushi, this is the best place in town. But given that my review has to be atleast 140 characters long - I repeat they are the best at serving the worst sushi.",0
I did not expect like this from shahghouse ..1st time sharwarma with bun..and it is SPL ...And on the cover it S G is shahghouse or another doing on your name in online...please check and do better..,0
Works great in my Samsung Galaxy Note 2.Put the memory cards in and go to storage in the settings.  Click format card and off you go.I have not measured read or write speed but i can tell you i can copy over 1Gb video file in just a few seconds.,1
Waste food.. Ordered zafrani biryani. Its very cool think before night food.. No AC and the prices are too high for tat quality..no proper service. overall worst exprnc. Think its duplicate pista house restrnt.. They r making bad remark on brand..,0
"Been to this place couple of times but finally found time to share my review.
Great ambience with tasty food, more of the chicken was delicious and juicy.
One should also try the fries of this place.
Would recommend people to visit this place.
Best time to click photos at this place would be sunset time and want to hear good live music then the weekend is the best.",1
I love it so far it works as it should the price was good and I am very pleased in fact I bought a 64 gb as well for my phone I bought the 32 gb for my wife,1
"Horrible Sambhar, It was thick as chutney and had just potatoes for the vegetable bit of it. Chutney and Dosa were still fine but sambhar was real bad.",0
"Heaven for people who love Spicy Food!
Head here if you have spicy non-veg craving. Order the fried chicken and biryani, and oh God, just wait for the spice gods to come and sit next to you to bless you.

Ulavacharu FTW.",1
"It works great, I use it in my S3 to take HD movies and to store all my music.. bla",1
"Ambiance-
Diner's Pavilion is located at the Times Square, Indira Nagar exactly below Mustang Terrace Lounge. Diner's Pavilion is a casual dining restaurant famous for Continental as well as North Indian food. A well decorated Diner's pavilion, has indoor sitting available with live sports screening and the silent English songs playing in the background.
Food and drinks-
They serve beer at cost as low as approximately INR 99. In starters, we usually order chicken Tandoori and kebab. Food in here is delicious and with low cost. Diner's pavilion offers 1+1 dish on Zomato Gold membership.
Service-
Service is quite slow but the staff is polite.",1
"The place has lot of varieties. The food were fresh and tasty. The people at service were very polite and well-behaved. They were taking personal care of all the guests. Ambience was good

Overall a very nice dining experience.",1
"Place is pretty good and the food is decent but the service is really pathetic even not in the busy hours, it takes 20 minute to take your order.",0
Can't go wrong with Sandisk! Always works. Never any issues. And this one is no different. More than enough storage space,1
"Only chilly, no taste...chilly paneer was watery n no taste in Paneer Chatpata",0
"Bought it, installed it in my Droid RazrM never removed it and it died at a little over 6 months now. Did not store apps or anything. just pictures and video from the phone.",0
There is not much more you can ask for than that. I will be buying more for my airport boredom fighting collection.,1
"I was here last night with 2 of my friends. We ordered pan fried noodles, Chinese pavilion noodles pan fried and spicy black bean lamb. Food was spicy and tasted fine. I have had better pan fried. However, the best/worst part follows... All of us had to take a sick leave today as we cannot stop going to the washroom. The food quality needs to be definitely checked. We don't expect this from a restaurant of your stature. Never going back and requesting others the same.",0
"We have ordered dunkins but it was not fresh and no taste

please don’t prefer this outlet

It was not baked properly and taste was not good..",0
"Had been there for friend's birthday party,it was on Saturday,such an amazing place we have ordered mocktails,veg and non veg starters some alcohol,tasty food fine ambeince but very far from my place,dance floor was so good,go with your frnds and have fun.",1
Ordered chicken dum and received at fine time even though ordered at very late night. Tastes smooth and not at all spicy which is good for non spicy lovers and ofcourse chicken too cooked well. Can order when u feel for Dum,1
"I have ordered zinger box meal, the chicken inside is raw for the piece and the burger. I Don't recommend that this KFC is hygiene in cooking.",0
"I ordered this memory card for my Drift Ghost-S action camera. I started getting errors and the camera was freezing and saying there was a storage problem. I assumed the camera was faulty and actually exchanged it for another camera. Same errors. I switched to a SanDisk Extreme card and never had problems again.If you're going to be recording HD video, especially at high frame rates then do not get this card. I'm sure it would be fine in any other scenario though, but it's advertised as a class 10/UHS 1 card and it's just not as fast as other class 10/UHS 1 cards.Drift Innovation (the company that makes the Ghost-S camera I use) has stated in multiple support tickets with me not to use any ""SanDisk Ultra cards"" because they do not perform fast enough for the camera and will result in slow card errors. They work ok until you try recording 1080p video at higher frame rates.",0
Like this place to hangout for hours. First floor sitting place is best to have a talk and laughout with frnds. I don't know how many hundreds of hours I spent over here😋,1
"The food over here is good. There are lot of drinks from menu which is not available. Moreover they charge wrongly, increasing the count of items you ordered.",0
Got a piece of mirror in the food.,0
"Tried this place after a long time. The order was just a south indian thali, peas pulav, Mixed subzi chatpata and a Strawberry milkshake.
Arrived at the restaurant by 2.15 on a sunday afternoon. After a full 40 mins the first dish to be served was milkshake!! Will a restaurant serve side drink / dessert first, when the main course is yet to be served?

Service 1/5 - you will see waiters only while ordering the food, once the order is taken you wont even see them coming to your table even to serve water. You will see them standing in one corner of the restaurant, few walking in and out of the kitchen as if they are very busy. But no one will respond when you raise your hand/ or call for them. I literally had ti walk to them and ask for water.

Ambiance 1/5 -
Some kind of strange smell comes similar to the one you get in a dumped wet cloths
In short a worthless place.

Food quality and taste 1/5.
Coming to the quality of food - the peas pulav had just peas in them i hardly found rice!.
Very salty mixed subzi chatpata dish which just had onions and capsicum.
As mentioned before the food was served after 40 mins. The south indian thali had a sambar - it was a hot water in which dhal was washed and rasam was just hot water; when requested for a refill of bindi (it was the only dish that was nice), I was told that the dish got over unfortunately due to the time. I seriously wonder what took them 40 mins to serve, I have never had such a bad experience before in any restaurant of this level.

Value for money - 0.5/5

For these so called high quality dishes I had to pay around 900. In short i will not suggest this place at all.",0
"What’s the point of taking Zomato Gold when there are so many restrictions on what is eligible. Look at the terms and conditions - they are so restrictive. The main speciality of the Mathura Vilas, ie Thali is not eligible for Zomato Gold. Coverage of Zomato Gold needs to drastically improve. No point in having Zomato Gold otherwise",0
"failed in my galaxy note after 8 months.lost all my pictures and videos that werent backed up.the card worked fine until suddenly wasnt being recognized on the phone or the computer.Sandisk honored the warrenty and sent a replacement and it works, but I am less confident about the product and afraid to lose data on it in later when i'm not prepared.",0
"Earlier my personal favorite was cupid crunchy chicken rice bowl. But recently i noticed that the taste has changed, the gravy is sour and the Chicken pieces are not crispy as they used to be.",1
"Yesterday we visited this place at 8:30pm. We are 10 people. There was not that much rush in restaurant. If you are going with Zomato gold offer, they will treat as beggar who came to eat without paying any money. Overall very worst experience. Tomato soup with weird smell. We ordered Kung Pao Mahroom as a starter but I can't feel Kunng pao taste in mashroom starter at all. it feels like mashroom chilli. We ordered Baby Corn Masala*2 and Paneer lababadar*2 as Main course and we observed that they served very less quantity compare to other tables as we have zomato gold. They added Baby corn and Paneer pieces which we can easily count. There is more gravy then vegetables, paneer and baby corns as like roadside restaurant usually serve. Even Service is really slow on regular days. I don't know how they manage on weekend. Waiters are very lazy and behaving like they are customers. Best thing is only ambiance.

Ambiance - 4/5
Food - 1/5
Service - 1/5",0
Staff is very reckless and they are least bother about the customer. We left without having lunch for keeping wait for more then 30 mins and the manager even not ask us to wait. He went inside to cancel the order,0
"Place is cozy, peaceful and beautiful. Food is 4.5/5. Ambiance 5/5. Service 4.5/5. Good place to visit with family, friends or team. We tried their special nachos, 5 spice chicken kebab and Atishi murg tikka.",1
"Because Surbhi Garg didn't like
The food was served very very late.
Bad service. The guy says food will be served, but took 1 hr to serve. Not expected",0
"really fast memory card, go along well with the GoPro. front side feels great in the hand so you won't forget to put it in the save area when you are grabbing it",1
"Very bad service, food was not good. They took lot of time for clearing the plates, arranging tables.  Had to pay the money without bill. not worth at all for that price.",0
"Trusted SanDisk for years.  No issues, works great.  Does exactly what is needed.  I use SanDisk in all my camera and phone gear.",1
"Works much Better than the 64GB version, at least in the GoPro Hero3 when shooting at higher frame rates. Sometimes the camera stops recording at high frame rates when recording to xFat",1
Rangadhar’s service is amazing! Love to be here always :) Great food and hospitality!! ☺️👍 Highly recommended! 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,1
"The retro theme ambience was classic.
But I didnt like the food over there, it was average. I even ordered ferrero rocher shake and would rate it 2/5.",0
The shawarma roll had uncooked meat! I got pieces of bones too! I'm very much disappointed with Shah Ghouse spl Shawarma! The quantity may be sufficient enough but quality matters more. If uncooked...it is good for nothing.,0
"Used the h2testw software to check the read/write speed and got write 9.8MB/s and read 16.6MB/s.  I have no complains.or, should I have no complains?Warning: Only 1000 of 15185 MByte tested.Test finished without errors.You can now delete the test files *.h2w or verify them again.Writing speed: 8.98 MByte/sReading speed: 16.4 MByte/sH2testw v1.4compared to the 4x cardWarning: Only 1000 of 14737 MByte tested.Test finished without errors.You can now delete the test files *.h2w or verify them again.Writing speed: 4.39 MByte/sReading speed: 16.4 MByte/sH2testw v1.4",1
"You need to format this card to FAT32 before using it in your cell phone, otherwise it will not work. My Samsung Galaxy S3 kept giving me beef until I did so. It's handy to have a laptop sitting around that has a port that can take this card with its adapter in.Luckily I had one such laptop lying around. Otherwise, this card works great and holds quite a bit of space. Giving it 4 stars for the initial grief with formatting it. IIRC I used a tool called Fat32 Format, but it's on my laptop so I haven't checked.",1
I would give a negative star if possible for their hygiene and service. We ordered our food at 9:30PM and after an hour's wait they come and say that what we ordered from the menu isn't available. We had to order something else and wait for another 30mins and then to my surprise I found HAIR in the food! So in short it a was a terrible experience.,0
"It's a pocket friendly but not a customer friendly club. Have been here with my friend and I see the staff was busy with own works rather than offering a menu card. When the same was raised with the manager, he was very arrogant asking us it can't be changed.
The place is a definitely a crowd puller but they should remember that even the best clubs go down the pecking order as the time goes.
Never going to visit this place again.",0
"I had a really bad experience in Karachi cafe. I have visited this place with a lot of hope as the rating and the review are really good. Ordered only ginger tea, Irani tea, osmania biscuits but unfortunately we did not like anything they offered.

Even the tea was not good and the pricing is really high and I am not ok with paying rs. 75 for a bad cup of tea.

Sorry folks. You guys need to improve.",0
"My card got so hot it almost melted. Crazy! But you card somewhere else, I know I Wii! I'm not taking the chance of ruining one of my devices. No thanks",0
I got this to use in my mother's digital camcorder. It offered good value and with the adapter it insures that the card can be used anywhere. My mom was very happy with the extra capacity this card provided her to film my niece and nephew.,1
"Located near DLF, IIIT - This small place is mostly for Swiggy orders. Interior is simple and cosy. We had combo deals booked through Dineout. We were supposed to have pizza squares but they had run out of it. So they offered another shawarma instead. Shawarma and nuggets were served first. After waiting for sometime we got the mint cooler and waffles.

Food is tasty and delicious. However service is bit slow.

Will recommend for online delivery from comfort of home. Combo deals are really easy on pocket.",1
"Very bad service. 90% time you will keep on waiting for food. Even when i ordered thali, thwy took more than half n hour to bring it. Even the food was nothing compare to Rajdhani.....",0
Extremely expensive for the food they serve... I happen to go there on my birthday night and the food was just pathetic and over priced.. I wouldn’t have mind spending if the food was good however it wasn’t... This place is not at all for wine lovers as they serve the worst wines at sky high prices... the only reason they are getting 2 stars from me is coz of their staff,0
"Works as expected.  What else can be said.  These cards are almost &#34;silly person&#34; proof, but looking at some reviews may say otherwise.  Amazon shipped it fast and I am happy.",1
"I was not interested in this because of its small size, flash and now with 64 became excited to use.",1
"Hello,Great card, great price. Plenty of speed and worked for...about a year. In fact, I wish it had stopped working a month earlier.It looks like Sandisk is out to make sure their cards stop working perfectly after the return window is up or something, because now on the end of December (Return window expired about 20 days ago) this thing only intermittently is recognized. It unmounts all the time in my phone and then gets remounted, and usually it doesn't even remount.While it was a good price, it was a good price for a name brand card that would have lasted longer than a year instead of Sandisk going &#34;ahaha got you good, now you have to buy another expensive name-brand card!&#34;Nope, I'll buy a cheaper alternative and it'll probably last longer. I still have some Kingston's going strong.",0
It tasted worst. There were no vegetables in vegetable maggi except cabbage and paid extra for cheese which was stinking. Will not recommend nor order again. Waste of money,0
"Absolutely horrendous service!! We avail Zomato gold services, and we had clearly mentioned that we wanted to avail this service before entering the restaurant. We placed our order at 3 p.m and they ask us to show the Zomato Gold ID right after 3 p.m (restaurant closes at 3 p.m and kitchen at 3:15), each restaurant seems to have a different policy and we customers should know beforehand what the policy is? We had made it crystal clear that we were Zomato Gold holders and they said we could show the ID later. How is it fair that the staff asks us for the ID after the restaurant has closed and when we could not unlock it!! We are first time users of Zomato Gold.
We had to walk out. Horrible service. Stay away from this place if you do not want to be treated poorly by the manager and the staff. Thank you for ruining a special day!!! Why do such places have Zomato Gold partnership? Probably what they're good at, is cheating customers.",0
worst service I ever experienced. If we order an item no one take responsibility to bring it. They will stay at the corner and chit chat each other. There was a lady I said ur servicing was very worst and smiled in sarcastic way and went off. They will replace items after 20min. We have to wait for that item. Even bowls for sweets they will bring after half an hour that too not more than 5. At last I feed up with the services and had thought to have sweet and I find an Cockroache in the bowl I called the lady and waiter they did not responded. Then I went to kitchen and called a person ranjith he took the bowl and went inside the kitchen and came back and said sorry and offered 5 Ice creams. We were around 30 people. And he saying to come in the evng or next day. I don't know what they think about the customers. Basically it looks like decent and star hotel but the people and the service just like irani cafe. At least in cafe if we order they will get it fast or else inform us if it late. I heard lot about Jonathan kitchen food is absolutely good. But the people their behaviour and neatness was very very bad. Kindly find the attachment. Thank you and I never visit u.,0
"We are here on Thursday night and place was empty at the time we reached but they says every table is reserved , so we found a place finally and ordered Maggi pizza which took them 40 minutes to serve by that time we loose our appetite !! Even customer service is late ! Food was good but they did not accept dine out pay !",0
very poor quality,0
My Galaxy s3 (and me) couldn't be happier- good price arrived quickly and what can I say - it does what its supposed to do!,1
Ordered bhel puri from this place and I found an ant in while I was eating. These guys are unhygienic and dont take necessary precautions to ensure that they protect the food they prepare from all the insects around the area. Be careful!,0
Not a great deal to say about this. SanDisk is a reputable supplier and it was simply a plug-and-play installation for the phone. It is a memory card and it works.,1
Purchased this as an add on memory for a new android tablet.  San Disk has a good reputation and I have never had one fail.  Purchased the Ultra for the speed and was purchased at a good price.  I would recommend this item to anyone who needs SD micro memory.,1
food was very oily. quantity also very less. there are very big big pieces of onions in the noodles.,0
"The service is awesome. The Josh is high.
Loud music and dance floor , what else can we expect. Pavan took a great care of us with his pleasent hospitality. We had a Rocking party",1
"@delivery, poor customer support. Both me and zomato were unable to contact restaurant. Restaurant didn't update status in app as well. After 3 hours a guy called me that he is out to deliver the food. Which is hours after I requested zomato customer care and cancelled my order. And it happened second time. Earlier they answered but said it will take one and half hour I waited and not delivered. This is my second bad experience... Very sad about it.",0
"The service was disappointing. The servers were in some hot mess - confused how to circulate the starters. We were five members, we got the table promptly as we had prior reservation. We decided to take the buffet. We were told that starters are being served pretty much like some other joints. The sitting arrangement in the restaurant is haphazard, mismatching furniture (probably some kind of interiors they thought to make a different style statement - which is not an issue for me). The welcome drinks were served only for 4 members in the beginning. Had to remind them to serve one more. Only three plates were provided, so after a wait of 5 minutes, the rest two of us got our plates. We told them, almost 3-4 different staff members, that two of us were opting for non-veg and three are vegetarian. They would either serve vegetarian options at a time or non vegetarian and then totally forget our table for 10-15 mins. We had to remind them to serve us more. Plus, they kept bringing the same starter again and again, despite telling us that there are other starters too. For e.g. crispy corns arrived at our table - I lost the count how many times! Some starters arrived only once. Some veg starters were cold !! Almost after 45 mins, the two chicken starters that they told us in the beginning arrived.  Main course was alright. After spending an hour, my appetite was already gone. I still made a selection of prawn curry, it was delicious. I had it with naan and some rice as well. Desserts were also running out of supply by the time we were ready for it. Overall, the whole excitement of having a team lunch at this place was lost, mostly due to poor service.",0
I don't like spicy food but after eating biryani here I feel like it would be good if it is spicy,0
"I bought these microSDXC cards for use in my tablet, however, my tablet only recognizes FAT32 formatted cards and not the exFAT that these cards use. I had suspicions about this based upon other reviewers' experiences. Windows computers will not reformat in FAT32 beyond the 32 GB limit. I was able to locate a small program that would reformat a drive to FAT32 without the 32GB limitation (FAT32 can accommodate up to a 3 TB drive). I used the Windows GUI version of fat32format (freeware) and it quickly reformatted the memory card. Now the card works in my tablet.",1
"Pathetic. .. very small and loud, no proper starters and every other menu was not available. May be it was our wrong selection of restaurant. It's not a multicusine restaurant.",0
Best disk I have tried thus far for my gopro black. No problems what so ever in the snow or while in the extreme heat whit plenty of room for storage.,1
DISGUSTING!! DONT EVER ORDER FROM THIS RESTAURANT EVER AGAIN. THEY SERVED RAW CHICKEN. I ORDERED FULL GRILL CHICKEN AND COULDN'T EVEN EAT ONE BITE. THE WHOLE CHICKEN WAS RAW!! THEY SHOULD BE SUED IN CONSUMER FORUM!!,0
"Ya i Started with a starter what to say i ordered stuffed crab and its not spicy as i thought its not at all spicy adding pepper and salt gave more taste and its around 300 i guess and fish starter is also good and its spicy, yum and many pieces were given too.This hotel is famous for sea food.Thought its famous for sea food when i asked for lobster they could not able to provide and my suggestion is they can add more varities of sea food which are available in India too.I felt like limited edition of varities are a available here.then my tummy is full with 2starters and then came devils chocolate cake oh gosh its like a heaven for me and its around 280.This hotel gave a Goa touch they have buffet and everything and live music too.cocktails and mocktails are available too.The waiters were also dressed in the theme of beach and good place to take pictures also.

Ambience 5/5
Food 5/5
Service 5/5

Cost is resonable.",1
"Unhelpful and rude staff. According to Zomato, they are supposed to be open till 11 but the staff gives excuses to not accept orders at 10.45 also, probably because they want to leave early. On top of that, they have the audacity to behave rudely.

Don't visit this outlet.",0
"I have always been a sandisk guy.  This cards works both in my note 3 and s4, gives me 119gb after format.  Can't ask for much more, including the fact that sandisk stands by their products and has excellent customer service.  I could never imagine buying  a micro sd , sd , or ssd from anyone else.",1
"very bad packing, quality of rice and gobi curry was bad. Better read delivery reviews before ordering. Zomato should look into the quality of packing before delivering",0
The best thing about this place is the food. My favorite go to dish here is definitely Alfredo Pasta although other items are good as well. And the service and behavior of the staff is top-notch. We we're attended by Mr. Soumen Das and he was extremely polite. Will definitely visit soon.,1
"I Had order Special Non Veg Biryani and Chicken Lollypop, the taste was superb. They given more chicken boneless pieces in Special Non veg Biryani.",1
"I dont even want to beg 1 star , today for dinner we visited this place And the food sounds pretty old which they were just keep on reheating. Inspite of many varities hardly it was worth. My family got Diarrhea I had to wake up till this late night to take care of kids who are suffered with Diarrhea and all thanks to This disgusting restaurant.

Updating after 12 hours - Now we all four members are down with Diarrhea including me and keep vomiting. FEAST tats really disgusting you guys are serving stale and contaminated food on this high cost. Hate to visit ur restaurant. That was our last visit to this stale food restaurant. LOOKS ALL OF YOUR GOOD REVIEWS ARE PAID REVIEWS. MY BAD I VISITED YOU ON BASED OF ZOOMATO REVIEWS. if anyone think its a fake comment confirm with me on 9704669785.",0
A perfect place to hang out with good service and good food! It's a bit busy during lunch hours but otherwise the place has it all that takes it to be a perfect place to eat and spend quality time with your friends or family! We tried our hands on Chicken curry and Prawns which were delicious and perfect for a Punjabi palette like mine!,1
"Good value for the money, shipping was a little longer than I expected, but it was worth the wait considering the price.  works great with my go pro hero 3 black edition.",1
"Very unprofessional and arrogant staff.
It takes 30mins to take order 🙄
Staff is so careless towards customer. Ambience also not that much great. It's a chillar pub. Not recommend for couples.
Crowd is tooomuch because it's they allow stags aswell if you show your office id.
It's a budget friendly.",0
"Interesting menu, backed up by execution. A variety of continental cuisines tried, one of the first places I have seen try a Spanish paella in Hyderabad. Good value too",1
rotis are not delivered hot..not satisfied with ordered.,0
This place is classy with nice interior. Staff 5/5 food5/5 must try cheelote kabab. Biryani is lip smacking. A frequent hopper to this place and the quality they serve is unchanged. Keep up the good serve.,1
"I bought this to replace the 32GB microSD I had in my phone that up and died on me.  This one is still kicking, so I guess that's a good thing.  It's been about 6 months and all is good.",1
Less spicy but not bad,1
"The gravy were very dilute
Every time we order it is thick
This time I ordered more quantity and received it thinner. I actually paid more for less.",0
Worst service food. Those who want blood pressure problem may visit. Every thing highly saalted. Don't go on name mathura it's local. Worst food worst service,0
"Best in it's class. Very happy with it, Amazon offered very good price, will recommend to everyone. So, far works with everything i used with.",1
"Sadly I missed the return window by a couple of days.  this card got flaky in my galaxy note 2, a little google research and it appears this is a very well known and widespread issue with these class 10 32gb cards.  Avoid until it's fixed.",0
"i was reading some reviews about this and honestly i really don't notice the speed. but the storage of it is epic. 64gb card +32gb phone = ... a lot of information.... and i save and store alot of things. For me its a great card to hold stuff and a speed i really don't noticed, However i want to add that this card is not slow i just don't notice the difference using a 32gb class4 vs 64gb class10 on a e890(optimums g PRO)",1
Love the place especially on a weekend. On a weekday it's slow...but still a good place to hang out. The staff is exceptional. Very polite and friendly. Our server was Dharmendra. Very efficient and friendly fellow. Makes excellent suggestions. Do ask for him when you visit,1
"Totally overrated
Just avoid this place unless you wanna loose your money for a cheap quality food
There's only one guy who does all the service and you have to wait long for your turn to come up
And the place looks like some forbidden house",0
Bakwaas chilli garlic noodles... niether chili nor garlic taste,0
Good thali spread for Ugadi. The taste and overall experience was good. Service was slow for non thali orders and had to ask multiple times to refill dal and Sambhar in the thali,1
Jus chilled out at b dubs with tangy citrus...n welmade watermelon punch...thanks for guiding us rahman for the delicious treats v had...it was just an awesome experience...thank you n thanks b dubs...,1
"Update: Just wanted to make sure the cafe would know... I am reverting my rating to a 1 coz your staff's issue with the payment caused me a ton of pain now. To make a long story short.. you guys charged me twice on the same day and then charged me the same amount after almost 3days of visiting your cafe. Now thanks to that my bank decided my card has been compromised and blocked my card. My account went into negative balance you guys decided to charge me thrice overall and refund me once, my card is blocked and i am pissed. Truly a nightmare experience, all because i choose your establisment by mistake.

Old review:
                         This place was on my bookmark list for a while and I was excited to visit it on Saturday. We ordered a mushroom quiche, a primavera pizza and a grilled vegetable panini.The mushroom quiche was alright but what knocked me out was the price. It was a relatively small piece with a spoon of caramalized onions and a small amount of onions and salad and they charge 150 rupees for that. The pizza was about 9 inches and tasted alright. But its a whopping 500 rupees. The grilled panini is pretty much the same.I know the restaurant is all about european cuisine but they dont have to make their prices european as well. I had pizzas or quiche that tasted a lot better at a cheaper price. Dont get me wrong the food isnt horrible but its alright. But it does feel bitter after you pay the bill lol",0
"Okay to begin with, a 4.3 rated place in food court sounded quite fishy to me. So I was expecting a big bang surprise with their food. I had Amritsari Kulcha with Chole, Sweet Lassi and Shikanji.
First, coming to the people who spoke about ""Authentic Punjabi"" food in reviews, guys you are either out of your mind or really need to hit Punjab and eat there!
Shikanji was plain flavoured water that tasted medicinal, Lassi was the worst one I have had lately. The Amritsari Kulcha and Chole was tasteless. The dollop of ""Butter"" didnt taste as it was meant to.
Overall a very disappointing experience.",0
If you are having low budget then this is the right place for bday treat or any kind of group treat. Specially buffet is good they are providing varieties of item with less money,1
"Giving this 1 rating for this restaurant is also not needed but giving as it is minimum

we have ordered tangdi kabab and biryani. while ordering we were not informed about the time it is going to take but it took 40 mins. Then we got tangdi kabab with foul smell, after fighting with management we got other plate and it not satisfying. Also same with chicken biryani it is the worst biryani I had in my life till now.

I will not recommend anyone to this place.

PS : First time I am giving negative feedback on any restaurant",0
What I needed - good price ! I am using this for my s3 and it works well. Takes pictures in an instant.,1
Works well for the Galaxy S3 and provides additional space for pictures and music. It was exactly what I expected it to be.,1
owm nom nom,0
when I got my phone I didn't know about 6GB out of the 16GB would not have been available to me from the start because of its operating system and all the software that was pre installed so I used this to get more than enough memory for my phone and it works great I have all my music a few movies and all my pictures and all my ebooks on it,1
"Bad service at this place overshadows the good food.
They are clearly understaffed, and the existing staff seem to not care at all about the customers.
The place felt like a heat box when we went there as they didn't care to switch the ACs on.",0
Either it is the wrong chip or a false reading by the device because the data displayed consistently is &#34;insert ..&#34;,0
"One of the worst services I would have ever come across. There were two incidents at the same cafe and the feedback given to them was not even reviewed.
The first time, I ordered an Irani Chai and it took them 1hour to serve and it was one first chais ever consumed. It was served in a broken glass. Very disappointed.

The second time, my female friend wanted to use the washroom but it was extremely dirty and smelling.


It’s sad to see such disappointment from a brand like Karachi.",0
"We ordered for a margarita pizza, a brocolli-corn puff, a spinach corn sandwich, a blueberry shake, an icy latte and few cappuccinos . Apart from the cappuccinos nothing else tasted good. The bread was hard, the puff was slathered with butter, the icy latte was tasteless. The food is extremely overpriced compared to the sub standard taste.",0
Very bad cooking,0
"This is the first place I experienced Hyderabadi Biryani. I walked in and ordered a chicken briyani. No big deal. The cost was nearly the same as in Chennai, about 200 bucks (I don't remember exactly, but it was around 200). I was shocked when the waiter came with a big serving of briyani. How big, you ask? Two people could share it easily. The taste was first class. I for one can handle briyani as much as you think, but I was stunned. It isn't the best briyani I've ever tasted, but its my first Hyderabadi Biryani and I loved it. Such a great experience.",1
"Goa in Hyderabad!! These guys have cracked this juggernaut .

Ambience - 9/10
Service - 10/10
Food & Drinks - 9/10
Value for Money - 8/10

If you love Goa , this is the place to be in Hyderabad. No wonder they were packed on a weekday ( Wednesday)",1
"I dunno if it's a bad copy or what but When I try to transfer files like 2GB or 3GB it doesn't copy! It ejects itself and then mounts itself again. I had to transfer all my songs from my PC through Airdroid which was a pain in the a$$ I can't transfer movies from my PC and by the way I tried formatting it and checking for some errors but same issue but I can move smaller files like 20MB or soVery disappointing especially for such price!UPDATE: Now I have more problems! My phone tells me every now and then that the ""SD card was unexpectedly removed"" and I tried on other phones with the same problem",0
No taste waste of money,0
"After hearing from friends, we planned to visit this place on a Sunday.
Food - 4/5
Ordered Pasta Alfredo, Primavera Pizza, Butter Naan(bad), Paneer Makhani. All items were good. My family loved them.

Ambience - 2.5/5 - Beautiful soothing lights. Average setup. Cant consider a very peaceful place, bit of noise with chattering and few confused waiters around. Waiting area isnt great with a wooden log to sit.

Service - 1/5 - This is one area that needs improvement, 5 of us were offered a table of 4. Would have managed, but it was too small, and with kids, situation became worse. we were served just once, no one came again to serve or to ask if we needed anything. It's supposed to be waiters waiting tables, but we were the ones waiting :)

Will I take my kids? - 3/5 - its less spicy, kid friendly menu, but there isn't much for kids to enjoy. And no finger bowls :(

Will I take my parents? - 3/5 - Elderly would like the place and menu options. Decent groups around. Options in North Indian, Italian etc are enjoyable for them.

Value for money - 3.5/5

Washrooms - 2/5.

Location - Easy to find, Valet parking available.

Used Zomato Gold here.",0
This product met my expectations.  It was easy to install and works as you would expect it to.  Shipping was fast as usual.,1
As with most things SanDisk it functions well and so far no issues.  Comes with the adapter which is a big plus.,1
Ordered tomato bath. restaurant gave upma... worst service . never order in this site again,0
"The one star is not for food, it's pretty decent.

I visited with my friends and the crowd was really less. We were there for a short period of time and awaiting our cab. The staff was constantly asking ""Aap ka hogaya?"".

We informed that we are waiting for our cab and the one of the staff member pointed out there is your cab.

They just wanted to get rid of us, was the place crowded no? were we eating there for free? no.

Never visiting this place again...",0
I ordered death by chocolate ice cream and as expected the taste was awesome and the best part was the delivery packing it was so nice that ice cream did not melt a bit also. Overall a good experience.,1
Just happen to stop by this cafe on the roadside.Amazing cafe at a prime location. Food is really tasty m coffee was amazing. Little overrated n over priced.,1
very bad ...I didn't expect this quality and taste...,0
